original_title,original_language,poster_path,language_name,vote_average
En duva satt på en gren och funderade på tillvaron,sv,/h2uRIr0fNpZbTGH5youi7MDRL2T.jpg,Swedish,6.853
"Patrik 1,5",sv,/zFHcajKXeiPVOArumZOqjFYDx1T.jpg,Swedish,6.8
Hundraåringen som klev ut genom fönstret och försvann,sv,/4SHE0votn6gW5fBMvXwXK2Ybubp.jpg,Swedish,6.8
Pippi Långstrump,sv,/eqJmideoqOi1WBf7UctK0REgkqa.jpg,Swedish,6.793
The Square,sv,/pefcv5VNspSK4Dt8doei5bJmmln.jpg,Swedish,6.761
På rymmen med Pippi Långstrump,sv,/2iUh3aslpUL2ek7SDp78axm3w3Z.jpg,Swedish,6.7
Breaking Surface,sv,/zlOvKg5WkXcwcmqy2KaiXoXLAky.jpg,Swedish,6.7
Strul,sv,/ildbg7ho14EHbt1fZWAkgqIyPqy.jpg,Swedish,6.7
صبي من الجنة,sv,/zDRAA4UJWgQnSFxhJuefnwO74v5.jpg,Swedish,6.7
Gräns,sv,/8KzOTRlKjdAKQTemV41hq86ldFS.jpg,Swedish,6.7
Till det som är vackert,sv,/yqfv06HzaNmFuK9vX0AgvueuWwU.jpg,Swedish,6.7
Om det oändliga,sv,/fRIBlFJiMNm7DkphQgcHgDS2Pvx.jpg,Swedish,6.6
De ofrivilliga,sv,/8Ee06BGQeRtPvVk5mXu9GcEQL4Z.jpg,Swedish,6.5
Snabba cash,sv,/ezx8LhhpZd6U4sd0lXyCEUhIBUc.jpg,Swedish,6.5
Jägarna,sv,/5Ez8MDtedHPGWtkHFOKOXAJ8ns5.jpg,Swedish,6.4
Thriller - en grym film,sv,/pMYgdygJZ6oBpnC3dWrluevlZOt.jpg,Swedish,6.4
Hundraettåringen som smet från notan och försvann,sv,/eIDOtXucNE2F1mwTyw6JB8m74wU.jpg,Swedish,6.4
Lust och fägring stor,sv,/y1oFNynXrIzlPUe4CXKMR2dpNep.jpg,Swedish,6.4
Quick,sv,/jLMTdvygnav436Y9TQ3aFcYCcCG.jpg,Swedish,6.4
Kopps,sv,/uKHXQGqnr1pVfKWv8vGPgWusWuE.jpg,Swedish,6.4
Snabba cash II,sv,/kgSE9epmyShnfjAIWzIelW534cg.jpg,Swedish,6.3
En dag och en halv,sv,/9xkkrxSY1t4FUtMKKFXalVo3cmt.jpg,Swedish,6.3
Arn: Tempelriddaren,sv,/kN8C9K9bSQ01lItuEqYzROYErAX.jpg,Swedish,6.3
Pleasure,sv,/TcOsu6iO5prSJbDn9oIQgIW655.jpg,Swedish,6.282
Svart krabba,sv,/mcIYHZYwUbvhvUt8Lb5nENJ7AlX.jpg,Swedish,6.3
Arn: Riket vid vägens slut,sv,/6yu0RmSffk4sVeEGIRO1LSvtYvq.jpg,Swedish,6.3
Jalla! Jalla!,sv,/nwx3W0NAv7OOgODBoYHh62yaKDs.jpg,Swedish,6.2
Andra sidan,sv,/77pvyyjrvkNbHEjDJIK7mdhEzPj.jpg,Swedish,6.2
Hamilton - I nationens intresse,sv,/nlV09Qmr7NKnObi6COPXn13T1Og.jpg,Swedish,6.1
Aniara,sv,/pEpEJe8NTmwWL0hwYkZguTzEqzt.jpg,Swedish,6.1
Dancing Queens,sv,/xq2pkQZV5Yt1METvy5S0QjmCpsn.jpg,Swedish,5.985
Året jag slutade prestera och började onanera,sv,/ckbnMAgX8PxShIYmK1LFByKNhEL.jpg,Swedish,5.9
Red Dot,sv,/cMhoSGFMOOZUyvZYB6Q9AR4t6fV.jpg,Swedish,5.88
Vinterviken,sv,/g1OngP0vWRGrafk99vBgz6i4Xln.jpg,Swedish,5.772
Greta,sv,/xTCduzgBJ57ZzMM9MOyBPpauB9t.jpg,Swedish,5.8
Avgrunden,sv,/ta1B8QQ3pBRA0TG8wH0CfgG6vlp.jpg,Swedish,5.688
Jag är Zlatan,sv,/4PTCd7jeylZdj6PZXqUlHWfKu9V.jpg,Swedish,5.7
Den blomstertid nu kommer,sv,/470k2PqJSFTzRCM2XLS35nPKmfA.jpg,Swedish,5.7
Hypnotisören,sv,/tLVoHZ46TAdHgKVcb1ns0YkQ6KH.jpg,Swedish,5.6
Konferensen,sv,/ySjgDgVJrHBS2Iil7TKH1KxVfAC.jpg,Swedish,5.5
மகாராஜா,ta,/3WgxA2nSzAgMR4DYDty0O9wx68x.jpg,Tamil,7.9
சூப்பர் டீலக்ஸ்,ta,/6N346GcTUjhYa0InIiGHW61Zo3O.jpg,Tamil,7.726
விக்ரம்,ta,/774UV1aCURb4s4JfEFg3IEMu5Zj.jpg,Tamil,7.675
கைதி,ta,/s3VZHlvfU6Mg95Db2Q5Dkqy6gDY.jpg,Tamil,7.5
96,ta,/nrVloCa2hCFOztRF1DZU2jnWIiQ.jpg,Tamil,7.5
ஜெய் பீம்,ta,/ehybiOtBUtrMkmtB39zQEtq1Jie.jpg,Tamil,7.436
ராட்சசன்,ta,/mA0RseJsBNTUi00C1Bs0Wi9XOKQ.jpg,Tamil,7.4
அமரன்,ta,/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,Tamil,7.399
அந்நியன்,ta,/c00EX1zqb8DppHIRB6d51kN5Y27.jpg,Tamil,7.4
தி எலிபெண்ட் விசுபெரர்சு,ta,/rRn0Uj2WXal7FkWWyKK0bleQlOy.jpg,Tamil,7.3
விக்ரம் வேதா,ta,/ob9YxdzRu5lfKgz0PNrlL45dorf.jpg,Tamil,7.3
மெர்சல்,ta,/65Q1wpRPZ5E3UVUv2V5JBbJQCcj.jpg,Tamil,7.2
துப்பாக்கி,ta,/uTQNCqMnSDbZghFYNmzDvTVD413.jpg,Tamil,7.2
24,ta,/kW7QiSNx0QA52JbmRJ0SQ0a3Tv.jpg,Tamil,7.2
சிவாஜி,ta,/t5oPb8q91gdClkyJG2hxyebEglv.jpg,Tamil,7.0
ஐ,ta,/p3VfrFVUmR9A8NFeXPxg9pFYdpv.jpg,Tamil,6.8
எந்திரன்,ta,/n7bBqj76SfGYavpWmqPO4YZJEVy.jpg,Tamil,6.6
2.0,ta,/qRDtDH6Hp6wc8fYtZMpNW5JTBYz.jpg,Tamil,5.9
రౌద్రం రణం రుధిరం,te,/nEufeZlyAOLqO2brrs0yeF1lgXO.jpg,Telugu,7.746
బాహుబలి:ద బిగినింగ్,te,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,Telugu,7.513
బాహుబలి 2: ది కన్ క్లూజన్,te,/xQ22LOWSkClP3maYhR9nZH0dnWM.jpg,Telugu,7.4
మగధీర,te,/w9zOKnYXLZOccjn4vjd3EkuVFKX.jpg,Telugu,7.2
అర్జున్ రెడ్డి,te,/u9yryEQRGJYobvtneoyeIEhuCUj.jpg,Telugu,7.1
ఈగ,te,/xbCPJejbJgRIuOwUzJqcBUjCbFB.jpg,Telugu,7.1
పుష్పా - The Rise,te,/r1yAzVQNbCbPTbB3GZFour9Qr0t.jpg,Telugu,7.034
దేవర: Part 1,te,/A9ENz6d4lC3UYOX8Z1gJwDEo1sM.jpg,Telugu,6.978
V,te,/iBVcwOVZNGNCNlOLFmcYJW83tTu.jpg,Telugu,6.748
కల్కి 2898-ఎ.డి,te,/rstcAnBeCkxNQjNp3YXrF6IP1tW.jpg,Telugu,6.4
Tsotsi,tn,/r3ebTJFcDZ35GaKcuUQQe243z4f.jpg,Tswana,7.0
Winter on Fire: Ukraine's Fight for Freedom,uk,/xGKMWhYsK3OxQ6ceqMnvXBfFd7G.jpg,Ukrainian,7.9
Снайпер. Білий ворон,uk,/295gZzTXMvuiIG0U19h4M44PXxI.jpg,Ukrainian,7.6
Тіні забутих предків,uk,/9oSZTeejmx80tIBVSqYzJpFhjkI.jpg,Ukrainian,7.6
Сторожова застава,uk,/9Vyo740WlMp0C9qCnYp3fXbrOU0.jpg,Ukrainian,7.2
Фокстер і Макс,uk,/cnKrr3FEcSg8BUep7nc3q1ANqsL.jpg,Ukrainian,7.2
Мавка: Лісова пісня,uk,/eeJjd9JU2Mdj9d7nWRFLWlrcExi.jpg,Ukrainian,7.188
Донбас,uk,/egjOYURjYL1VzwOCgm9cUjWX6FF.jpg,Ukrainian,6.896
Викрадена принцеса: Руслан і Людмила,uk,/jJaRhOk9FaPTIqP8L4NqnOYEXHo.jpg,Ukrainian,6.9
Земля,uk,/zGyLXrIXP1DvlEgCGMDokxjL513.jpg,Ukrainian,6.7
Плем'я,uk,/itZcDkDN4HQ15f6HbriABjlIwoF.jpg,Ukrainian,6.69
Μια αιωνιότητα και μια μέρα,el,/qz3ogiWL4gF7a5IEmLf5upkmbqB.jpg,Greek,7.8
Τοπίο στην ομίχλη,el,/icNqzWxjwXuD6FSRtTWNj8sa5B1.jpg,Greek,7.7
Αλέξης Ζορμπάς,el,/jAYOY38TRDprIgu7vgES0FFJJSl.jpg,Greek,7.5
Το βλέμμα του Οδυσσέα,el,/AmRdjyd5nVBd06FzJT8xoTS43ct.jpg,Greek,7.4
Κυνόδοντας,el,/7nLuUGlH12cegPfR84QX4xIIH9k.jpg,Greek,7.073
Miss Violence,el,/pEGEVgqLwhDV8ZGG5DK7NHDIU3T.jpg,Greek,6.996
Πολίτικη Κουζίνα,el,/vtLPf20exDzczcgxeW5pazWEFGi.jpg,Greek,6.7
Η Μαύρη Εμμανουέλα,el,/rKK9i0ewgN4S1KbX7pc3BOWUWO8.jpg,Greek,6.3
Άλπεις,el,/nF5A64lC0MuuEK6qNmOfQpY6mRv.jpg,Greek,6.27
Attenberg,el,/4yYnTxyjtipw6ThpMN42kb9c9Q2.jpg,Greek,6.19
Κινέττα,el,/bjgIJAcL0HonVzvvZ2ebTN1F9SA.jpg,Greek,5.085
Томирис,kk,/5PJqVblJsq4LfninHPoEzkp1Tuc.jpg,Kazakh,6.908
Подземље,sr,/h8N6y13t4VusrDdH5PzTkwvBvgN.jpg,Serbian,7.746
"Crna mačka, beli mačor",sr,/gGtt1IQUAzEjOPS1xHoC9PDX2VT.jpg,Serbian,7.7
"Quo Vadis, Aida?",sr,/eQy2Tgvmx0FkK8vMMqMW4aX5UXQ.jpg,Serbian,7.642
Ко то тамо пева?,sr,/1r4buAPUyqWwhdKxki1fyBeehsw.jpg,Serbian,7.6
Život je čudo,sr,/wyPG79yFyq0zj4qWXD2CkCj0nTJ.jpg,Serbian,7.3
Parada,sr,/xdqyKH35zociRb17kJ2YVCQW64y.jpg,Serbian,6.7
Na mlečnom putu,sr,/ki10q8MtkGB0Rwj5OuggKLlF0fI.jpg,Serbian,6.563
Srpski film,sr,/cToUzXZ9AcUylfIt8vnXhiy6Y9m.jpg,Serbian,5.459
Klip,sr,/9HMdSbpIv2ro6bAPDBXeKhUZRlO.jpg,Serbian,5.4
7. Koğuştaki Mucize,tr,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,Turkish,8.258
CM101MMXI Fundamentals,tr,/84GjqdUXHFDc8VQLcL1vBRsRmbK.jpg,Turkish,8.2
Tosun Paşa,tr,/hbGtcn3zYzDhS6xdqT56JJ9vI26.jpg,Turkish,8.1
Süt Kardeşler,tr,/vGW4S5CBTiIdkFE0nX6wljMDLjo.jpg,Turkish,8.1
Ayla,tr,/8RELLU0RK9hRIteLzHFZ0dK8YSi.jpg,Turkish,8.0
Kağıttan Hayatlar,tr,/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg,Turkish,8.0
Hababam Sınıfı,tr,/t2xLuEeZhy4uyiWIFT9D4mmyEA8.jpg,Turkish,8.0
Hababam Sınıfı Sınıfta Kaldı,tr,/zMfsVXGxJy2xh0FwUWcZ1XXDZus.jpg,Turkish,7.9
Babamın Kemanı,tr,/bwvoSRyXRRqtpvoHYhySQk2U4EM.jpg,Turkish,7.9
Kibar Feyzo,tr,/4KLKLTfCnncYVqeJFLI7cNOXY6y.jpg,Turkish,7.9
Çöpçüler Kralı,tr,/2UPESBpPY2N8ZqMTKlvAYHBtzCH.jpg,Turkish,7.9
Su ve Ateş,tr,/7Q91NanJYGIUljUM7STDLECllyq.jpg,Turkish,7.9
Hababam Sınıfı Uyanıyor,tr,/s6ysusBx8oBrbMXQEfD3leMmMHZ.jpg,Turkish,7.8
Mustang,tr,/8lrsjdydRxhKlKiGuMbbzuFKrdN.jpg,Turkish,7.7
Masumiyet,tr,/633fB0hCZCDNbUqwRsQ35go8TAK.jpg,Turkish,7.7
Kuru Otlar Üstüne,tr,/mUFpdQSFAch1fMUb9MqHoESpmLS.jpg,Turkish,7.683
Hababam Sınıfı Tatilde,tr,/ypIX5bUR6iGjWMAmYm8IoQyRg95.jpg,Turkish,7.6
Kedi,tr,/o7SB4YELcuVGUMIXeunWZ8rbx4h.jpg,Turkish,7.556
Ahlat Ağacı,tr,/s7kGE1MChkHD5VX8sv7SOGabGMZ.jpg,Turkish,7.5
Dağ II,tr,/dYCqrxuCuzhfgbYJbO2HN4zTeqa.jpg,Turkish,7.536
Kış Uykusu,tr,/d6iHm2jf7J1f5n23MprTOsrlMdr.jpg,Turkish,7.5
Bir Zamanlar Anadolu'da,tr,/o08n2xyXGTkzKy122TTNat57SHb.jpg,Turkish,7.483
Babam ve Oğlum,tr,/dcKY23xowYTU9B1cagUdHQwsxOB.jpg,Turkish,7.465
Her Şey Çok Güzel Olacak,tr,/hHuxySsdTsYfp9ePGeYTmq4YvM1.jpg,Turkish,7.458
Pardon,tr,/rNYxqfSokQEVNUIC2nqxOUjFZS6.jpg,Turkish,7.4
Sadece Sen,tr,/agS2gv4wKh8pQe13tI2FNEKSdAa.jpg,Turkish,7.4
G.O.R.A.,tr,/ynPHp91bGTVjukRiNV7rwYEfHFT.jpg,Turkish,7.3
Yol,tr,/gqFUmzPIJDysNVVTqeNOrX2yxl8.jpg,Turkish,7.3
Eşkıya,tr,/nRr6jmqHczMCS3UfZLGQr5pksmd.jpg,Turkish,7.3
Delibal,tr,/tFf23vQM8K2mo0JNcMH6lv1yJ24.jpg,Turkish,7.3
Vizontele,tr,/d9AxcdFiJTHZujXxZmygZpi7il5.jpg,Turkish,7.278
Nefes: Vatan Sağolsun,tr,/wFQW9HE7NrZQgWnKR8zl6mvHidx.jpg,Turkish,7.2
Kelebeğin Rüyası,tr,/y3tvOh6QmyQDSth9EKKNzpdaZ0y.jpg,Turkish,7.209
Mucize,tr,/baXozaGF8180QrZFuqlPrlLqCQc.jpg,Turkish,7.2
Müslüm,tr,/d3q7X6ZG7rSPvCeaB1i4od6IGie.jpg,Turkish,7.1
Kabadayı,tr,/4B8OevTvp6SOYCGGLKQflAQYclk.jpg,Turkish,7.1
Aşk Taktikleri,tr,/8RyASTsrKKRnQ9xSGJDuImD8cjX.jpg,Turkish,7.112
Ölümlü Dünya,tr,/rciymOhVvvaL7JqVJGsG8KGC3tE.jpg,Turkish,7.1
Uzak,tr,/7XKGrHh1BRnMiIRMRYRsWPQDJfh.jpg,Turkish,7.067
Av Mevsimi,tr,/1tEku9vgwodtd5ToHpc9TDC6Aiq.jpg,Turkish,7.038
Aşk Taktikleri 2,tr,/ygtnnkiGfRQhhlXBurqp9DR2Zqi.jpg,Turkish,7.0
A.R.O.G,tr,/5v3xYyHyJJKIyraRyR64szqCTkO.jpg,Turkish,6.96
Kelebekler,tr,/7FfL2IFkVnwqK95mQVY3IYJK9kR.jpg,Turkish,6.927
Dağ,tr,/xxn0f60nKJndC27iFVTQ83EvuM8.jpg,Turkish,6.9
Hokkabaz,tr,/95LhqrzaGi1UjLA1QAPFevqI4cr.jpg,Turkish,6.9
Yahşi Batı,tr,/mk1HYwHQnHWeiRQ2UqY7Frjub05.jpg,Turkish,6.9
Kötü Kedi Şerafettin,tr,/4Z7HdaTw7M2sqGjZzjncE4YPRNV.jpg,Turkish,6.8
Özel Ders,tr,/w9KBLiAcV00uMSEsxviI5kRogSs.jpg,Turkish,6.8
Üç maymun,tr,/tyIKP8SSTkw9xEXAG9lj5jEnIfW.jpg,Turkish,6.793
İklimler,tr,/n3cCQ6LxHMq7fpCYHGpH2XgZSEp.jpg,Turkish,6.8
Aile Arasında,tr,/lxA6UjZqRX1LFCQ6kgjpbCCP3JI.jpg,Turkish,6.8
Organize İşler,tr,/9hydImnaVkVv6PinLMzozFiPP1h.jpg,Turkish,6.759
Sen Yaşamaya Bak,tr,/eymTgzHgYretvL5mT7pwznX4p34.jpg,Turkish,6.68
Pek Yakında,tr,/93eekzUdzg6NuLmqEVHL6tDNxKZ.jpg,Turkish,6.7
Kaybedenler Kulübü,tr,/kTffzdbvp8EXZ602qZGlB6yWfWt.jpg,Turkish,6.573
Hamam,tr,/53Bs1CLJWDuomqdolXXWyso7cPf.jpg,Turkish,6.6
Sen İnandır,tr,/q1MWxML2IuAZMLKxxNaZDQTbqU5.jpg,Turkish,6.5
Kötü Adamın 10 Günü,tr,/fZhPy0pIxAiV3ZHGBsuAvR30Mgb.jpg,Turkish,6.5
Kasaba,tr,/pIfTcAjffdH7k1gjbZ32YrD6biZ.jpg,Turkish,6.505
İstanbul İçin Son Çağrı,tr,/d4kAmLjAeQmtFPqlZf4x7Bggu8R.jpg,Turkish,6.4
Romantik Hırsız,tr,/niVtvS9Kf8G1VDPSqurqHkaSSwm.jpg,Turkish,6.4
Eyyvah Eyvah,tr,/hZTIadHI7GkmkZ9ib842a5oOcG7.jpg,Turkish,6.3
Cinayet Süsü,tr,/eUwpfbOIYr9dpjG45pNkiqob9mC.jpg,Turkish,6.3
Merve Kült,tr,/Hm3pwCr46Ldpz87AyK84KKBBnr.jpg,Turkish,6.3
Düğün Dernek,tr,/xlkjSMHJvgqOTMa2cQyn9GscA8E.jpg,Turkish,6.267
Ret,tr,/dozS8dYtledcoJqvBsl4GCj5zod.jpg,Turkish,6.258
Arif V 216,tr,/3meMMp53LR3kWiRQm7mhS2pt4f4.jpg,Turkish,6.2
Issız Adam,tr,/pXnyp80KoNa9iW2v6HHCAk0bWCd.jpg,Turkish,6.126
Fetih 1453,tr,/xzTAM0yaOKkdD4C2tVbdHilcNAc.jpg,Turkish,6.03
Baskın: Karabasan,tr,/oNiinNDzPUH0I3K4puCwrJa7Hn1.jpg,Turkish,5.8
İstanbul Kırmızısı,tr,/nSzgyCPVJVVKtb7LhvRoEjnyaQP.jpg,Turkish,5.695
Organize İşler: Sazan Sarmalı,tr,/yHVRfj6x7Mr1d8Ew3lysD9SsIX0.jpg,Turkish,5.6
Ali Baba ve 7 Cüceler,tr,/x5o8vK2BJlXU8qtgNoNNIObJ1rw.jpg,Turkish,5.0
Recep İvedik,tr,/7qk6BU7YFXcjV9Rp7EjV6qtZaXj.jpg,Turkish,4.89
Dünyayı Kurtaran Adam,tr,/osC4REvPVBBGca3sleO7pANbSVC.jpg,Turkish,4.7
Recep İvedik 2,tr,/wuokr2itBRbbaLT0bjTykC252KJ.jpg,Turkish,4.6
Recep İvedik 3,tr,/2tT4gR2KesVdY6KaFDZ0BUOBsEi.jpg,Turkish,4.6
Recep İvedik 5,tr,/jPIYxH4A0JV5vUVggBGE1lIlUaQ.jpg,Turkish,4.5
Recep İvedik 6,tr,/8WSQTBAs6sVBhAP2VsphYsrTY9E.jpg,Turkish,4.4
Recep İvedik 4,tr,/qQna16mActTddarn63rfIy5ld61.jpg,Turkish,4.38
花樣年華,cn,/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,Cantonese,8.103
重慶森林,cn,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,Cantonese,7.967
無間道,cn,/gix9thDBXfjJ8M7rYbihqbQGBcP.jpg,Cantonese,7.817
葉問,cn,/uw7C72BIViBMUzzXeSYkxhaOQUS.jpg,Cantonese,7.759
甜蜜蜜,cn,/5zI3WI1qg5fuHxHVJNdGAo8Etr1.jpg,Cantonese,7.8
大話西遊之仙履奇緣,cn,/jhtjo8SB9Ki0YgvHT2Ukqwqnjce.jpg,Cantonese,7.7
墮落天使,cn,/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,Cantonese,7.681
喋血雙雄,cn,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,Cantonese,7.6
香港製造,cn,/gWuB0NcEyZu2oz1ppdIwNGUpZJe.jpg,Cantonese,7.6
小Q,cn,/9GayeewWQCSr3mzgquPRPTGhHBC.jpg,Cantonese,7.6
喋血街頭,cn,/zavndxcuSfd7OmeqxloMkrl28Oa.jpg,Cantonese,7.569
春光乍洩,cn,/jIv3EiZIC2tkBmjQ747Lyf5c61b.jpg,Cantonese,7.6
警察故事,cn,/q8YfsyX59OmoSDirXT4CyThwN5f.jpg,Cantonese,7.53
西遊記第壹佰零壹回之月光寶盒,cn,/tn6kaXbyu29nqEJzZZqNPTeh15H.jpg,Cantonese,7.535
辣手神探,cn,/mbA77wY7fjh2TSQ3FxEuqpKOOA8.jpg,Cantonese,7.518
桃姐,cn,/pL0mtka6FKRtlEX6jM9OteDjlTi.jpg,Cantonese,7.464
功夫,cn,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,Cantonese,7.462
葉問2,cn,/yB5v6wRhIoZxlDvCFFCQhUNezDY.jpg,Cantonese,7.453
鎗火,cn,/oDhY2UjbT64vqfO1NDiPH0AxQIx.jpg,Cantonese,7.4
少年黃飛鴻之鐵馬騮,cn,/qXYISomt08V5PUqCzYRLVSQZmWP.jpg,Cantonese,7.427
醉拳二,cn,/xqUBrSBtPYLvCtfqHF5sapU6Div.jpg,Cantonese,7.417
唐伯虎點秋香,cn,/nlTMQXCrwInbQd0qFapPoPVsnOH.jpg,Cantonese,7.4
醉拳,cn,/cf43J2SH8tECZVl9N5n0Q6Ckche.jpg,Cantonese,7.381
猛龍過江,cn,/m7AIITQ624sfldI4SsX4htXPH1f.jpg,Cantonese,7.374
智齒,cn,/7Hh2w1ei26DTJ3JWmW8qcGQUI1n.jpg,Cantonese,7.4
黑社會以和為貴,cn,/pBGJ2Jrm6yu4RtgqYBP59dMwx1D.jpg,Cantonese,7.4
東方秃鷹,cn,/vp1qOZJThAGHfrB4uOlmg0JsPvO.jpg,Cantonese,7.345
喜劇之王,cn,/dmJWvKNgeCrIwJH6AapdSMiZHop.jpg,Cantonese,7.3
長江七號,cn,/sRzSfpSb3wYYshbaiMRIuFCJJGU.jpg,Cantonese,7.337
飛鷹計劃,cn,/vkj5JxVgY1ZYhX4pBHHgwdRNEkl.jpg,Cantonese,7.3
阿飛正傳,cn,/acfLUO8E61u0ooWS6htbzTHDBcI.jpg,Cantonese,7.3
倩女幽魂,cn,/pGQy2KB3I0DouwnKNjChyCgULJQ.jpg,Cantonese,7.3
暗戰,cn,/9ccrrOMnpeQm9SI0PL2E1d4stn6.jpg,Cantonese,7.3
九品芝麻官,cn,/29yDD4IMpk6xR6GgcbhvQ9pkOtc.jpg,Cantonese,7.3
蛇形刁手,cn,/oCt4990zVSNILSU0Q6DStmdbpIA.jpg,Cantonese,7.3
無間道II,cn,/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,Cantonese,7.3
賭神,cn,/lmAVK6B4uR8xgYTytjvAfoLuEBG.jpg,Cantonese,7.3
葉問4,cn,/b5cz6BoyHrgBnhfDHOW5hXRWbln.jpg,Cantonese,7.273
放‧逐,cn,/x58B3v4U7jqGmPsNk3Znv3PWLuA.jpg,Cantonese,7.3
飛龍猛將,cn,/lt94C482UqyVlq1UdK5nvXukaw7.jpg,Cantonese,7.3
太极张三丰,cn,/vzodCpQ3xBaVuFLUl0w0iYp4V7G.jpg,Cantonese,7.2
新龍門客棧,cn,/asdeRApjcwPmOmEIkpVOx9004uK.jpg,Cantonese,7.2
A計劃,cn,/wPNopiTNZKULz3dO5nwFTkHgu14.jpg,Cantonese,7.195
食神,cn,/9BbEsmLl1kVPcsojW5W8kMm5Ws5.jpg,Cantonese,7.177
黄飞鸿之一：壮志凌云,cn,/dkBQC0jmkmTOJJMgwsBdgkzZ6Ry.jpg,Cantonese,7.161
刀,cn,/ehPyP58sss3lbcuOeDqeelXfby7.jpg,Cantonese,7.2
黄飞鸿之二：男儿当自强,cn,/jvrQXnpgSpKXQ3fkz5p6RV8jZJa.jpg,Cantonese,7.146
少林足球,cn,/ppgeawDWa4rehYYRidWCqg4kOli.jpg,Cantonese,7.14
新警察故事,cn,/kWUTyIao0b8DxVrO6L0LnpJVYWV.jpg,Cantonese,7.1
皇家師姐,cn,/4KcufMSckdPInz4VAxg3VTpQtDo.jpg,Cantonese,7.1
黑社會,cn,/js9w4pQNJq9si5AlwdvojBfC9Ml.jpg,Cantonese,7.116
鹿鼎記,cn,/tJeafyenaenHTiMVKRPBAISQ3qH.jpg,Cantonese,7.1
我是誰,cn,/9YDKLbBmWGpxG5bO3TBawtNNOAr.jpg,Cantonese,7.108
奇蹟,cn,/70OnveJQzlYji1TOoODNGrU9Mjj.jpg,Cantonese,7.1
A計劃續集,cn,/oY6wOuPmeeDoKjPdPlMwwmDCYmA.jpg,Cantonese,7.103
拆彈專家2,cn,/5eMEnVKFDXKjlxIKKqkXIStI1Tz.jpg,Cantonese,7.1
東邪西毒,cn,/2MvwmEDXm0Mp5gC67jDLxqgmHUK.jpg,Cantonese,7.082
龍兄虎弟,cn,/7H0Qp0EqFdBIChuXrR4kEyKZyzk.jpg,Cantonese,7.065
無雙,cn,/aJv81P9fEsArYmEL1IGYNTYQLni.jpg,Cantonese,7.1
射鵰英雄傳之東成西就,cn,/lnlJkAlnw5AovZ0S5Zbp8m6YPjm.jpg,Cantonese,7.053
葉問3,cn,/RTt4lgyTDI8JHMGbZGDDbcZmkM.jpg,Cantonese,7.018
殺手之王,cn,/3zSsfOuO5kIVrOIDxcmFr7zMXxI.jpg,Cantonese,7.015
警察故事續集,cn,/kjq1FXtHh9i2sIuM0JaoYf43FDU.jpg,Cantonese,7.019
旺角卡門,cn,/2ePFbsguw4d9UZ3hA61vCUQOBhh.jpg,Cantonese,7.0
龍虎風雲,cn,/uOgCKhHsQvOFVNxOUdewPwc0Z9N.jpg,Cantonese,7.0
寶貝計劃,cn,/1ViUIV1rf0WZQte0hHh74DWFLeW.jpg,Cantonese,7.0
師弟出馬,cn,/sSZwTKQgY9pudxFOqxKCSf8r5qF.jpg,Cantonese,6.959
大內密探零零發,cn,/bywu9M03JAowpRqWYB43lINsfo5.jpg,Cantonese,6.957
殺破狼,cn,/9Zv5ekjWAKbFhz0VlzQVVcXTWCq.jpg,Cantonese,7.0
九龍城寨之圍城,cn,/h0tunBO4tMjvKVVG7fXqHgwOr5C.jpg,Cantonese,6.9
洪熙官之少林五祖,cn,/57kngzlMiKkn6yg5lDfcxNmcYF4.jpg,Cantonese,6.948
方世玉,cn,/hdAqW3qn0Y9jNMjDob5ae0NRa0F.jpg,Cantonese,6.9
國產凌凌漆,cn,/k8VaBQYP55yEKD5tNRjn8Egf4rc.jpg,Cantonese,6.9
怒火,cn,/oS2oELplwNVo2jFCySQzo3x3S8d.jpg,Cantonese,6.943
PTU,cn,/sTpoWAe5Dx8MNlTOo4t4OXDwoX8.jpg,Cantonese,6.925
大事件,cn,/trPz3zKnEMhe4VQ9nAKWzzCWNXX.jpg,Cantonese,6.9
快餐車,cn,/zCii0fXuI7xzroEEG1KBJDlqu0O.jpg,Cantonese,6.9
殺破狼2,cn,/lCy3410NhfJiB6XoCaePJXbldv0.jpg,Cantonese,6.914
無間道III: 終極無間,cn,/kXTHj16K8Lr1EgwdzuzAB1j4Cy5.jpg,Cantonese,6.9
逃學威龍,cn,/8sC9PZVxrFNtHi3sYKxm6bFasg6.jpg,Cantonese,6.908
追龍,cn,/Lc0XGNZmsFe3uA1UMqhlBiJSY4.jpg,Cantonese,6.9
龍的心,cn,/xPh348WRhqWW8nXSwwND3d2iz21.jpg,Cantonese,6.9
導火線,cn,/kGhdfgVzFH9kO5UpVM4TzS0IdtB.jpg,Cantonese,6.9
毒戰,cn,/2ndg350jismgWwag7RrDHb6zGo4.jpg,Cantonese,6.9
